num_critic_for_reviews,gross,genres,movie_title,num_voted_users,num_user_for_reviews,language,country,budget,title_year,imdb_score,aspect_ratio
190,10324441,Action|Drama|Thriller,Straw Dogs?,27117,140,English,USA,25000000,2011,5.8,2.35
142,7156933,Comedy|Drama,The Hoax?,14581,74,English,USA,25000000,2006,6.7,1.85
27,9286314,Action|Crime|Drama|Thriller,Stone Cold?,4972,62,English,USA,17000000,1991,5.9,1.85
355,56692,Adventure|Drama,The Road?,177401,504,English,USA,25000000,2009,7.3,2.35
31,5654777,Action|Comedy|Crime|Drama|Thriller,Underclassman?,4875,26,English,USA,25000000,2005,4.1,2.35
87,5516708,Comedy|Romance,Say It Isn't So?,11375,91,English,USA,25000000,2001,4.9,1.85
126,5128124,Biography|Drama|Sport,The World's Fastest Indian?,44198,251,English,New Zealand,25000000,2005,7.9,2.35
285,34014398,Action|Adventure|Crime|Drama|Thriller,Snakes on a Plane?,115650,1033,English,Germany,33000000,2006,5.6,2.35
60,4064333,Action|Comedy|Sci-Fi,Tank Girl?,24790,173,English,USA,25000000,1995,5.2,2.35
23,4006906,Comedy|Crime,King's Ransom?,3229,20,English,USA,15000000,2005,4.1,1.85
229,3073392,Drama|Mystery|Sci-Fi|Thriller,Blindness?,59462,300,English,Canada,25000000,2008,6.6,1.85
143,1550000,Action|Adventure|Fantasy|Horror,BloodRayne?,30628,471,English,USA,25000000,2005,2.9,2.35
97,871527,Crime|Drama|Mystery|Thriller,Where the Truth Lies?,14982,128,English,Canada,25000000,2005,6.5,2.35
28,777423,Biography|Drama|Sport,Without Limits?,5841,57,English,USA,25000000,1998,7.2,2.35
160,1186957,Drama,Me and Orson Welles?,9264,69,English,UK,25000000,2008,6.8,2.35
124,85433,Crime|Drama|Mystery|Romance,The Best Offer?,69676,131,English,Italy,13500000,2013,7.8,2.35
280,1697956,Crime|Drama,Bad Lieutenant: Port of Call New Orleans?,64944,212,English,USA,20000000,2009,6.7,1.85
118,183662,Comedy|Drama,Little White Lies?,18395,48,French,France,25000000,2010,7.1,2.35
49,134904,Comedy|Drama|Romance|Sport,Love Ranch?,2395,17,English,USA,25000000,2010,5.7,1.78
336,16969390,Crime|Drama|Thriller,The Counselor?,80861,431,English,USA,25000000,2013,5.3,2.35
51,34700000,Drama|Romance,Dangerous Liaisons?,52846,143,English,USA,14000000,1988,7.7,1.85
252,717753,Adventure|Drama,On the Road?,33107,128,English,France,25000000,2012,6.1,2.35
106,109713132,Adventure|Comedy|Sci-Fi,Star Trek IV: The Voyage Home?,61621,219,English,USA,25000000,1986,7.3,2.35
285,70269171,Drama|Sport,Rocky Balboa?,162130,962,English,USA,24000000,2006,7.2,1.85
163,28772222,Action|Crime|Sport|Thriller,Point Break?,33958,163,English,USA,105000000,2015,5.3,2.35
195,101334374,Horror|Mystery,Scream 2?,124941,488,English,USA,24000000,1997,6.1,2.35
123,1512815,Action|Drama|Western,Jane Got a Gun?,8885,56,English,USA,25000000,2016,5.8,2.35
52,65182182,Comedy|Romance,Think Like a Man Too?,15310,38,English,USA,24000000,2014,5.7,2.35
129,57262492,Comedy|Crime,The Whole Nine Yards?,90374,318,English,USA,24000000,2000,6.7,1.85
60,80000000,Drama|Music|Romance,Footloose?,51459,113,English,USA,8200000,1984,6.5,1.85
123,74608545,Comedy,Old School?,185258,404,English,USA,24000000,2003,7.2,2.35
84,41895491,Comedy|Drama|Fantasy,The Fisher King?,63274,170,English,USA,24000000,1991,7.6,1.85
125,39989008,Horror|Mystery,I Still Know What You Did Last Summer?,55398,418,English,USA,24000000,1998,4.6,2.35
106,32662299,Comedy|Drama|Romance,Return to Me?,16469,275,English,USA,24000000,2000,6.9,1.85
247,31452765,Comedy|Romance,Zack and Miri Make a Porno?,149835,243,English,USA,24000000,2008,6.6,1.85
156,25167270,Comedy|Crime|Drama,Nurse Betty?,30119,263,English,Germany,24000000,2000,6.3,2.35
271,32416109,Comedy|War,The Men Who Stare at Goats?,109620,268,English,USA,25000000,2009,6.2,2.35
45,20218,Action|Comedy|Crime|Thriller,Double Take?,5431,50,English,USA,24000000,2001,5.3,2.35
133,28871190,Biography|Drama,"Girl, Interrupted?",125421,385,English,USA,24000000,1999,7.3,1.85
84,16964743,Comedy|Romance,Win a Date with Tad Hamilton!?,22844,140,English,USA,24000000,2004,5.6,2.35
70,16290976,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,Muppets from Space?,14637,100,English,USA,24000000,1999,6.2,1.85
32,13000000,Adventure|Family|Fantasy|Music|Musical,The Wiz?,10895,150,English,USA,24000000,1978,5.2,1.85
51,12372410,Comedy|Sport,Ready to Rumble?,11709,101,English,USA,24000000,2000,5.3,1.85
73,8427204,Comedy|Drama|Sport,Play It to the Bone?,10100,59,English,USA,24000000,1999,5.4,2.35
169,9639242,Comedy|Romance,I Don't Know How She Does It?,16437,68,English,USA,24000000,2011,4.9,1.85
365,25003072,Comedy|Horror,Piranha 3D?,72552,374,English,USA,24000000,2010,5.5,2.35
113,6144806,Biography|Drama|Music|Musical,Beyond the Sea?,12821,248,English,USA,23000000,2004,6.7,2.35
10,669276,Action|Adventure|Animation|Comedy|Fantasy,The Princess and the Cobbler?,2541,47,English,UK,28000000,1993,7.2,2.35
16,42880,Drama|Romance,The Bridge of San Luis Rey?,2919,50,English,UK,24000000,2004,5.1,1.85
196,23225911,Action|Crime|Drama|Thriller,Faster?,80574,157,English,USA,24000000,2010,6.5,2.35
212,4710455,Adventure|Animation|Family|Fantasy,Howl's Moving Castle?,214091,330,Japanese,Japan,24000000,2004,8.2,1.85
445,75590286,Adventure|Comedy|Horror|Sci-Fi,Zombieland?,386217,553,English,USA,23600000,2009,7.7,2.35
446,218051260,Action|Adventure|Drama|Romance,King Kong?,316020,2618,English,New Zealand,207000000,2005,7.2,2.35
108,161487252,Comedy|Sport,The Waterboy?,119450,300,English,USA,20000000,1998,6.1,1.85
223,290158751,Action|Adventure|Fantasy|Sci-Fi,Star Wars: Episode V - The Empire Strikes Back?,837759,900,English,USA,18000000,1980,8.8,2.35
63,65807024,Action|Comedy|Crime|Drama|Thriller,Bad Boys?,172405,203,English,USA,19000000,1995,6.8,1.85
43,86930411,Comedy|Crime,The Naked Gun 2? The Smell of Fear?,83269,87,English,USA,23000000,1991,6.8,1.85
211,53302314,Horror|Thriller,Final Destination?,181058,674,English,USA,23000000,2000,6.7,1.85
421,40962534,Drama,The Ides of March?,188652,288,English,USA,12500000,2011,7.1,2.35
214,39235088,Horror|Sci-Fi,Pitch Black?,193962,805,English,USA,23000000,2000,7.1,2.35
92,27338033,Comedy|Romance,Someone Like You...?,19709,167,English,USA,23000000,2001,6.1,1.85
574,25556065,Drama|Romance|Sci-Fi,Her?,355126,748,English,USA,23000000,2013,8,1.85
216,15785632,Biography|Comedy|Drama|Sport,Eddie the Eagle?,32513,119,English,UK,23000000,2016,7.5,2.35
140,21973182,Mystery|Thriller,Joy Ride?,53415,339,English,USA,23000000,2001,6.6,2.35
28,4756,Adventure|Family|Fantasy,The Adventurer: The Curse of the Midas Box?,4191,32,English,UK,25000000,2013,5.4,2.35
36,18653615,Comedy|Drama,Anywhere But Here?,14786,103,English,USA,23000000,1999,6.1,2.35
65,12189514,Comedy|Romance,Chasing Liberty?,30092,129,English,USA,23000000,2004,6.1,2.35
53,13019253,Comedy|Crime,The Crew?,3914,47,English,USA,23000000,2000,5.6,1.85
394,18934858,Action|Thriller,Haywire?,72646,397,English,Ireland,23000000,2011,5.8,2.35
80,20763013,Adventure|Horror|Thriller,Jaws: The Revenge?,30840,383,English,USA,23000000,1987,2.8,2.35
45,12782508,Drama,Marvin's Room?,20163,71,English,USA,23000000,1996,6.7,1.85
47,11508423,Biography|Comedy|Drama|Family|Sport,The Longshots?,3174,19,English,USA,23000000,2008,5.1,2.35
90,10660147,Drama|Romance,The End of the Affair?,17740,165,English,UK,23000000,1999,7.2,1.85
30,7434726,Action|Crime|Drama|Thriller|Western,Harley Davidson and the Marlboro Man?,14473,81,English,USA,23000000,1991,6,1.85
165,6109075,Biography|Drama,Coco Before Chanel?,32003,65,French,France,19430000,2009,6.7,2.35
155,2708188,Comedy|Drama|Romance,Ch?i?,8924,43,English,UK,23000000,2009,6.2,2.35
118,16123851,Drama,Vanity Fair?,17373,148,English,USA,23000000,2004,6.2,2.35
314,71975611,Fantasy|Horror,1408?,209396,580,English,USA,25000000,2007,6.8,2.35
103,38119483,Adventure|Comedy|Sci-Fi,Spaceballs?,136667,273,English,USA,22700000,1987,7.1,1.85
183,4190530,Drama|War,The Water Diviner?,53341,185,English,Australia,22500000,2014,7.1,2.35
77,217631306,Drama|Fantasy|Romance|Thriller,Ghost?,154199,252,English,USA,22000000,1990,7,1.85
171,176483808,Comedy|Romance,There's Something About Mary?,247289,611,English,USA,23000000,1998,7.1,1.85
64,144833357,Comedy|Drama|Family|Fantasy,The Santa Clause?,64742,111,English,USA,22000000,1994,6.4,1.85
92,75597042,Drama|Family|Sport,The Rookie?,26434,174,English,USA,20000000,2002,7,2.35
112,90636983,Comedy|Family|Sport,The Game Plan?,44021,83,English,USA,22000000,2007,6.2,2.35
69,70960517,Drama|Romance,The Bridges of Madison County?,54631,192,English,USA,35000000,1995,7.5,1.85
75,55762229,Comedy|Sci-Fi,The Animal?,47383,132,English,USA,22000000,2001,4.8,1.85
180,54235441,Comedy|Drama,The Hundred-Foot Journey?,52894,185,English,USA,22000000,2014,7.3,2.35
53,50728000,Action|Crime|Drama|Mystery|Thriller,The Net?,48909,166,English,USA,22000000,1995,5.8,1.85
129,40270895,Drama,I Am Sam?,121937,431,English,USA,22000000,2001,7.6,1.85
61,59696176,Biography|Drama|History,Son of God?,15448,174,English,USA,22000000,2014,5.6,2.35
226,51483949,Action|Fantasy|Thriller,Underworld?,208092,806,English,UK,22000000,2003,7,2.35
116,36020063,Drama|Thriller,Derailed?,62584,375,English,USA,22000000,2005,6.6,2.35
248,33313582,Comedy|Crime|Drama|Thriller,The Informant!?,52888,175,English,USA,21000000,2009,6.5,1.85
23,25842000,Biography|Drama|Romance,Shadowlands?,13455,87,English,UK,22000000,1993,7.4,2.35
98,22264487,Comedy,Deuce Bigalow: European Gigolo?,41239,166,English,USA,22000000,2005,4.6,1.85
168,30659817,Comedy|Drama,Delivery Man?,59805,95,English,USA,26000000,2013,6.4,2.35
159,5773519,Drama|Horror|Sci-Fi|Thriller,Victor Frankenstein?,28621,91,English,USA,40000000,2015,6,2.35
97,19351569,Comedy|Crime|Romance,Saving Silverman?,33287,201,English,USA,22000000,2001,5.9,1.85
88,49002815,Comedy|Family,Diary of a Wimpy Kid: Dog Days?,15665,35,English,USA,22000000,2012,6.4,2.35
85,19283782,Crime|Drama|Romance|Thriller,Summer of Sam?,31227,354,English,USA,22000000,1999,6.6,1.85
181,30059386,Comedy,Jay and Silent Bob Strike Back?,128593,867,English,USA,22000000,2001,6.9,2.35
257,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,The Island?,263336,899,English,USA,126000000,2005,6.9,2.35
95,17951431,Crime|Drama|Mystery|Thriller,The Glass House?,25462,200,English,USA,30000000,2001,5.8,2.35
423,29997095,Comedy|Mystery,"Hail, Caesar!?",60926,302,English,UK,22000000,2016,6.4,1.85
93,14252830,Comedy|Music,Josie and the Pussycats?,18900,242,English,Canada,22000000,2001,5.3,1.85
203,19783777,Action|Crime|Drama|Thriller,Homefront?,82804,154,English,USA,22000000,2013,6.5,2.35
38,13555988,Adventure|Comedy|Family|Fantasy,The Little Vampire?,7242,38,English,Germany,22000000,2000,5.7,1.85
183,12784713,Comedy,I Heart Huckabees?,56813,381,English,USA,22000000,2004,6.7,2.35
75,10696210,Action|Crime|Sci-Fi|Thriller,RoboCop 3?,35018,180,English,USA,23500000,1993,3.9,1.85
18,5974653,Action|Adventure|Fantasy|Sci-Fi|Thriller,Megiddo: The Omega Code 2?,2253,111,English,USA,22000000,2001,4.1,1.85
22,5000000,Comedy|Drama|Musical|Romance|War,Darling Lili?,1547,50,English,USA,25000000,1970,6.2,2.35
41,9694105,Comedy|Family|Romance,Dudley Do-Right?,8176,77,English,USA,22000000,1999,3.8,2.35
148,16027866,Action|Crime|Thriller,The Transporter Refueled?,26767,121,English,France,25000000,2015,5.1,2.35
231,4398392,Drama|Thriller|War,Black Book?,59507,232,Dutch,Netherlands,21000000,2006,7.8,2.35
115,1050445,Drama|History|Music|Romance|War,Joyeux Noel?,21394,147,French,France,22000000,2005,7.8,2.35
176,13746550,Action|Comedy|Romance,Hit and Run?,29322,104,English,USA,2000000,2012,6.1,2.35
98,20668843,Comedy|Crime|Thriller,Mad Money?,16831,54,English,USA,22000000,2008,5.8,2.35
149,2963012,Drama|Mystery|Thriller,Before I Go to Sleep?,48873,105,English,UK,22000000,2014,6.3,2.35
138,1796024,Drama|Thriller,Stone?,34985,135,English,USA,22000000,2010,5.4,2.35
78,634277,Comedy|History,Moli?e?,5166,27,French,France,16000000,2007,7.3,2.35
288,11326836,Crime|Drama|Thriller,Out of the Furnace?,83171,231,English,USA,22000000,2013,6.8,2.35
299,49024969,Crime|Drama|Mystery|Thriller,Michael Clayton?,133367,363,English,USA,25000000,2007,7.3,2.35
27,22294341,Adventure|Comedy,My Fellow Americans?,12278,71,English,USA,21500000,1996,6.5,1.85
155,24362501,Crime|Drama|Thriller,Arlington Road?,69980,591,English,USA,21500000,1999,7.2,2.35
275,16684352,Comedy|Romance,To Rome with Love?,67893,163,English,USA,17000000,2012,6.3,1.85
43,46700000,Action|Adventure|Thriller,Firefox?,19832,98,English,USA,21000000,1982,5.9,2.35
163,52008288,Animation|Comedy|Fantasy|Musical,South Park: Bigger Longer & Uncut?,162037,928,English,USA,21000000,1999,7.8,1.85
168,8579684,Comedy,Death at a Funeral?,89547,199,English,USA,9000000,2007,7.4,1.85
60,42660000,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Teenage Mutant Ninja Turtles III?,25086,87,English,USA,17000000,1993,4.8,1.85
85,40219708,Drama|Sport,Hardball?,22649,131,English,USA,21000000,2001,6.3,1.85
539,132088910,Comedy|Drama|Romance,Silver Linings Playbook?,533607,692,English,USA,21000000,2012,7.8,2.35
84,36581633,Biography|Crime|Drama,Freedom Writers?,52533,235,English,Germany,21000000,2007,7.5,1.85
171,25296447,Action|Crime|Thriller,The Transporter?,237248,460,English,France,21000000,2002,6.8,2.35
140,24848292,Action|Drama|Sport,Never Back Down?,80556,184,English,USA,20000000,2008,6.6,2.35
85,17757087,Horror|Sci-Fi|Thriller,The Rage: Carrie 2?,13065,253,English,USA,21000000,1999,4.6,1.85
217,9430988,Comedy|Drama|Romance,Away We Go?,45992,115,English,USA,17000000,2009,7.1,2.35
131,16284360,Comedy|Drama,Swing Vote?,15079,79,English,USA,21000000,2008,6.1,2.35
111,6830957,Drama|Romance,Moonlight Mile?,11983,147,English,USA,21000000,2002,6.7,2.35
466,24104113,Drama|Mystery|Thriller,Tinker Tailor Soldier Spy?,149066,517,English,France,20000000,2011,7.1,2.35
16,15593,Comedy|Drama|Romance,Molly?,2295,40,English,USA,21000000,1999,5.8,1.85
276,958319,Drama,The Beaver?,39764,148,English,USA,21000000,2011,6.7,2.35
11,69700000,Comedy|Musical,The Best Little Whorehouse in Texas?,7748,48,English,USA,35000000,1982,5.8,2.35
196,2840417,Horror|Sci-Fi|Thriller,eXistenZ?,77493,527,English,Canada,31000000,1999,6.8,1.85
234,242374454,Action|Adventure,Raiders of the Lost Ark?,661017,771,English,USA,18000000,1981,8.5,2.35
37,173585516,Adventure|Comedy|Family,Home Alone 2: Lost in New York?,200077,189,English,USA,18000000,1992,6.6,1.85
171,128300000,Drama|Sci-Fi,Close Encounters of the Third Kind?,139288,339,English,USA,19400870,1977,7.7,2.35
148,20259297,Drama|Horror|Sci-Fi|Thriller,Pulse?,24969,258,English,USA,20000000,2006,4.7,2.35
50,153665036,Action|Comedy|Crime|Thriller,Beverly Hills Cop II?,84824,95,English,USA,28000000,1987,6.4,2.35
121,132541238,Comedy,Bringing Down the House?,30058,236,English,USA,33000000,2003,5.5,2.35
185,130727000,Crime|Drama|Horror|Thriller,The Silence of the Lambs?,887467,916,English,USA,19000000,1991,8.6,1.85
61,121697350,Comedy|Music,Wayne's World?,114610,176,English,USA,20000000,1992,7,1.85
156,117224271,Action|Comedy|Documentary,Jackass 3D?,47794,81,English,USA,20000000,2010,7.1,1.78
75,102922376,Adventure|Horror|Thriller,Jaws 2?,51314,265,English,USA,20000000,1978,5.7,2.35
100,94497271,Adventure|Comedy|Drama|Family|Romance,Beverly Hills Chihuahua?,17829,99,English,USA,20000000,2008,3.7,2.35
511,137387272,Horror|Mystery|Thriller,The Conjuring?,300110,807,English,USA,20000000,2013,7.5,2.35
75,82301521,Adventure|Comedy|Family|Romance,Are We There Yet??,22679,149,English,USA,32000000,2005,4.6,1.85
148,84518155,Comedy,Tammy?,35965,144,English,USA,20000000,2014,4.9,1.85
253,80050171,Drama|Mystery|Thriller,Disturbia?,186984,491,English,USA,20000000,2007,6.9,1.85
204,81257845,Comedy|Music,School of Rock?,210680,479,English,USA,35000000,2003,7.1,1.85
72,70360285,Action|Adventure|Fantasy|Sci-Fi|Thriller,Mortal Kombat?,81783,283,English,USA,18000000,1995,5.8,1.85
98,12831121,Drama|Mystery|Romance|Thriller,Wicker Park?,44979,298,English,USA,30000000,2004,7,2.35
62,69148997,Comedy|Crime,White Chicks?,98794,251,English,USA,37000000,2004,5.4,1.85
549,82624961,Comedy|Drama,The Descendants?,205284,439,English,USA,20000000,2011,7.3,2.35
106,67325559,Adventure|Comedy|Drama|Family|Mystery,Holes?,58222,331,English,USA,20000000,2003,7.1,1.85
123,62933793,Drama|Family|Music|Romance,The Last Song?,62421,185,English,USA,20000000,2010,5.8,2.35
597,56667870,Biography|Drama|History,12 Years a Slave?,439176,695,English,USA,20000000,2013,8.1,2.35
64,56398162,Comedy|Drama|Music|Romance,Drumline?,28649,185,English,USA,20000000,2002,5.7,2.35
40,60072596,Comedy|Drama|Romance,Why Did I Get Married Too??,7664,68,English,USA,20000000,2010,4.4,1.85
111,56362352,Fantasy|Romance,Edward Scissorhands?,357581,588,English,USA,20000000,1990,7.9,1.85
151,56154094,Drama|Romance,Me Before You?,44723,130,English,UK,20000000,2016,7.6,2.35
31,65623128,Comedy|Crime|Drama,Madea's Witness Protection?,7354,50,English,USA,20000000,2012,4.8,1.85
99,48546578,Comedy|Romance,Date Movie?,50415,613,English,USA,20000000,2006,2.7,1.85
80,48423368,Adventure|Animation|Family|Fantasy,Return to Never Land?,13324,79,English,USA,20000000,2002,5.8,1.66
364,52066000,Biography|Drama|History,Selma?,61114,212,English,UK,20000000,2014,7.5,2.35
85,47887943,Adventure|Animation|Family|Musical,The Jungle Book 2?,11634,58,English,USA,20000000,2003,5.4,1.85
140,46363118,Drama|Horror|Mystery|Thriller,Boogeyman?,25960,389,English,USA,20000000,2005,4.1,1.85
184,47852604,Drama|Mystery|Thriller,Premonition?,62364,337,English,USA,20000000,2007,5.9,2.35
89,45542421,Animation|Comedy|Drama|Family|Musical,The Tigger Movie?,13319,53,English,USA,30000000,2000,6.3,1.78
61,42652003,Adventure|Family,Max?,18915,87,English,USA,20000000,2015,6.8,2.35
112,39737645,Adventure|Comedy,Epic Movie?,89687,666,English,USA,20000000,2007,2.3,1.85
166,37567440,Adventure|Fantasy,Conan the Barbarian?,113068,337,English,USA,20000000,1982,6.9,2.35
474,44988180,Biography|Crime|Drama|History,Spotlight?,195333,409,English,USA,20000000,2015,8.1,1.85
165,39263506,Crime|Drama|Thriller,Lakeview Terrace?,40469,135,English,USA,22000000,2008,6.1,2.35
131,39143839,Horror|Thriller,The Grudge 2?,38658,284,English,USA,20000000,2006,5,1.85
29,37672350,Comedy|Drama|Romance,How Stella Got Her Groove Back?,5427,51,English,USA,20000000,1998,5.5,1.85
43,38037513,Adventure|Comedy|Fantasy|Music|Sci-Fi,Bill & Ted's Bogus Journey?,49680,117,English,USA,20000000,1991,6.2,1.85
111,37442180,Comedy|Drama|Romance|Thriller,Man of the Year?,28005,236,English,USA,20000000,2006,6.2,2.35
333,35596227,Crime|Drama|Thriller,The American?,79461,463,English,USA,20000000,2010,6.3,2.35
37,35422828,Biography|Drama|Music,Selena?,19126,155,English,USA,20000000,1997,6.7,2.35
122,36658108,Comedy,Vampires Suck?,39095,187,English,USA,20000000,2010,3.5,1.85
285,34300771,Drama,Babel?,243799,908,English,France,25000000,2006,7.5,1.85
156,34290142,Comedy|Drama,This Is Where I Leave You?,54242,145,English,USA,19800000,2014,6.6,2.35
293,33422556,Drama|Mystery,Doubt?,99236,321,English,USA,20000000,2008,7.5,1.85
233,32774834,Action|Comedy,Team America: World Police?,136048,700,English,USA,30000000,2004,7.2,2.35
282,34334256,Horror|Thriller,Texas Chainsaw 3D?,35131,255,English,USA,11000000,2013,4.8,2.35
57,32051917,Crime|Drama|Mystery|Thriller,Copycat?,42315,140,English,USA,20000000,1995,6.6,2.35
153,32014289,Comedy,Scary Movie 5?,50337,177,English,USA,20000000,2013,3.5,1.85
324,31838002,Biography|Drama|History,Milk?,136673,281,English,USA,20000000,2008,7.6,1.85
122,36874745,Action|Adventure|Drama|Mystery,Risen?,12276,117,English,USA,20000000,2016,6.3,2.35
156,30079316,Horror,Ghost Ship?,75920,474,English,USA,35000000,2002,5.5,1.85
161,35033759,Adventure|Comedy,A Very Harold & Kumar 3D Christmas?,55008,93,English,USA,19000000,2011,6.3,2.35
69,29753944,Crime|Drama|Mystery|Thriller,Wild Things?,90677,389,English,USA,20000000,1998,6.5,2.35
258,31146570,Drama|Thriller,The Debt?,55441,165,English,USA,20000000,2010,6.9,2.35
174,27277055,Comedy|Drama|Music|Romance,High Fidelity?,143137,602,English,UK,20000000,2000,7.6,1.85
141,26876529,Horror|Mystery,One Missed Call?,26624,189,English,Japan,27000000,2008,3.9,1.85
31,53146000,Crime|Drama|Thriller,Eye for an Eye?,9845,77,English,USA,20000000,1996,6.1,1.85
222,30028592,Crime|Drama|Romance|Thriller,The Bank Job?,152247,189,English,UK,20000000,2008,7.3,2.35
273,34126138,Drama|Fantasy|Romance|Sci-Fi,Eternal Sunshine of the Spotless Mind?,666937,1514,English,USA,20000000,2004,8.3,1.85
91,25677801,Comedy|Family|Romance,You Again?,41273,136,English,USA,20000000,2010,5.8,2.35
190,26415649,Action|Crime|Drama|Thriller,Street Kings?,94892,189,English,USA,20000000,2008,6.8,2.35
427,26003149,Action|Comedy|Sci-Fi,The World's End?,185587,401,English,UK,20000000,2013,7,2.35
93,25584685,Comedy|Crime|Family|Mystery|Romance|Thriller,Nancy Drew?,15877,102,English,USA,20000000,2007,5.9,2.35
292,29975979,Action|Horror|Sci-Fi|Thriller,Daybreakers?,105797,281,English,Australia,20000000,2009,6.5,2.35
180,31584722,Comedy|Romance,She's Out of My League?,101730,131,English,USA,20000000,2010,6.4,2.35
94,23179303,Adventure|Comedy|Family|Romance,Monte Carlo?,32951,44,English,Hungary,20000000,2011,5.8,1.85
112,23078294,Horror|Thriller,Stay Alive?,25870,281,English,USA,9000000,2006,5.1,2.35
20,21413105,Action|Adventure|Drama|Romance|Western,Quigley Down Under?,15230,97,English,Australia,20000000,1990,6.8,2.35
84,25077977,Adventure|Animation|Comedy|Family|Romance,Alpha and Omega?,10986,84,English,USA,20000000,2010,5.3,1.85
120,23292105,Action|Fantasy|Horror|Thriller,The Covenant?,39541,334,English,USA,20000000,2006,5.3,2.35
103,20916309,Comedy|Family|Fantasy,Shorts?,5332,37,English,USA,40000000,2009,4.9,1.85
59,21200000,Comedy|Crime|Drama,To Die For?,34774,162,English,USA,20000000,1995,6.8,1.85
114,20241395,Action|Horror|Thriller,Vampires?,42664,403,English,USA,20000000,1998,6.1,2.35
290,32000000,Horror|Mystery|Thriller,Psycho?,422432,1040,English,USA,806947,1960,8.5,1.85
80,19151864,Comedy|Romance,My Best Friend's Girl?,36983,100,English,USA,40000000,2008,5.9,1.85
98,23393765,Drama|Romance,Endless Love?,31323,76,English,USA,20000000,2014,6.3,2.35
88,18882880,Comedy|Drama,Georgia Rule?,20539,125,English,USA,20000000,2007,5.9,2.35
13,8500000,Comedy,Under the Rainbow?,2061,34,English,USA,20000000,1981,5.4,1.78
60,18252684,Comedy|Drama|Family,Simon Birch?,18366,219,English,USA,30000000,1998,6.9,1.85
154,19661987,Drama,Reign Over Me?,83786,231,English,USA,20000000,2007,7.5,2.35
274,18352454,Adventure|Biography|Drama,Into the Wild?,426359,760,English,USA,15000000,2007,8.2,2.35
110,17803796,Comedy,School for Scoundrels?,26100,97,English,USA,20000000,2006,5.9,2.35
173,17529157,Adventure|Drama|Horror|Mystery|Thriller,Silent Hill: Revelation 3D?,49888,220,English,France,20000000,2012,5,2.35
165,25753840,Crime|Fantasy|Horror,From Dusk Till Dawn?,219091,592,English,USA,19000000,1996,7.3,1.85
45,18081626,Animation|Family|Fantasy|Mystery,Pooh's Heffalump Movie?,4180,32,English,USA,20000000,2005,6.4,1.85
45,17518220,Comedy|Drama|Romance,Home for the Holidays?,9105,76,English,USA,20000000,1995,6.6,1.85
377,17104669,Action|Comedy|Crime|Fantasy,Kung Fu Hustle?,99353,354,Cantonese,Hong Kong,20000000,2004,7.8,2.35
43,16988996,Comedy|Family|Music|Musical,The Country Bears?,3875,75,English,USA,35000000,2002,4,1.85
201,15797907,Drama,The Kite Runner?,68119,230,Dari,USA,20000000,2007,7.6,2.35
192,16248701,Drama,21 Grams?,189683,559,English,USA,20000000,2003,7.7,1.85
77,15712072,Action|Crime|Drama|Thriller,Paparazzi?,13210,138,English,USA,20000000,2004,5.8,2.35
350,191449475,Drama|Fantasy|Romance,Twilight?,348010,1535,English,USA,37000000,2008,5.2,2.35
81,15408822,Comedy|Romance,A Guy Thing?,14147,92,English,USA,20000000,2003,5.6,1.85
81,15464026,Comedy|Romance,Loser?,23076,158,English,USA,20000000,2000,5.3,1.85
27,8000000,Biography|Drama|History,The Greatest Story Ever Told?,6484,100,English,USA,20000000,1965,6.6,2.76
111,14174654,Comedy,Disaster Movie?,74945,359,English,USA,25000000,2008,1.9,1.85
107,15988876,Action|Crime|Thriller,Armored?,26236,110,English,USA,27000000,2009,5.7,2.35
34,13801755,Action|Comedy|Crime|Thriller,The Man Who Knew Too Little?,23928,100,English,USA,20000000,1997,6.6,1.85
151,13987482,Comedy|Romance,What's Your Number??,58957,91,English,USA,20000000,2011,6,1.85
289,14291570,Action|Adventure|Sci-Fi|Thriller,Lockout?,82082,236,English,France,20000000,2012,6.1,2.35
76,12181484,Comedy,Envy?,26390,176,English,USA,40000000,2004,4.8,1.85
150,13630226,Action|Crime|Sci-Fi|Thriller,Crank: High Voltage?,112516,223,English,USA,20000000,2009,6.2,1.85
67,13383737,Comedy|Crime,Bullets Over Broadway?,29385,86,English,USA,20000000,1994,7.5,1.85
36,13391174,Biography|Drama|History,One Night with the King?,5796,177,English,USA,20000000,2006,6.3,2.35
149,12987647,Drama|Mystery|Romance|Thriller|War,The Quiet American?,24019,199,English,UK,30000000,2002,7.1,2.35
156,12469811,Comedy|Drama,The Weather Man?,69172,316,English,USA,22000000,2005,6.6,1.85
64,12398628,Action|Crime|Drama|Sport,Undisputed?,21542,88,English,USA,20000000,2002,6.1,2.35
210,13214030,Comedy|Drama|Fantasy|Romance,Ghost Town?,60516,147,English,USA,20000000,2008,6.7,1.85
113,12232937,Action|Crime|Thriller,12 Rounds?,22823,113,English,USA,22000000,2009,5.6,2.35
390,12134420,Drama|Fantasy|Horror|Mystery,Let Me In?,92237,366,English,UK,20000000,2010,7.2,2.35
5,11784000,Action|Comedy|Family,3 Ninjas Kick Back?,6701,26,English,USA,20000000,1994,4.3,1.85
